salesid,gamename,platform,year_of_release,genre,developer,na_sales,eu_sales,jp_sales,other_sales,global_sales,salesyear
34135,Nike+ Kinect Training,X360,2012,Sports,Microsoft Game Studios,0.01,0.01,0.01,0.01,0.04,2012
34136,Nike+ Kinect Training,X360,2012,Sports,Microsoft Game Studios,0.01,0.01,0.01,0.01,0.04,2015
34137,Nike+ Kinect Training,X360,2012,Sports,Microsoft Game Studios,0.01,0.01,0.01,0.01,0.04,2016
34138,Nike+ Kinect Training,X360,2012,Sports,Microsoft Game Studios,0.01,0.01,0.01,0.01,0.04,2018
34139,No Rules: Get Phat,GBA,2001,Action,TDK Mediactive,0.01,0.01,0.01,0.01,0.04,2019
34140,Star Ocean 5: Integrity and Faithlessness,PS3,2016,Role-Playing,Square Enix,0.01,0.01,0.01,0.01,0.04,2016
34141,Star Ocean 5: Integrity and Faithlessness,PS3,2016,Role-Playing,Square Enix,0.01,0.01,0.01,0.01,0.04,2018
34142,Star Ocean 5: Integrity and Faithlessness,PS3,2016,Role-Playing,Square Enix,0.01,0.01,0.01,0.01,0.04,2021
34143,Brothers: A Tale of Two Sons,XOne,2015,Adventure,505 Games,0.01,0.01,0.01,0.01,0.04,2015
34144,Brothers: A Tale of Two Sons,XOne,2015,Adventure,505 Games,0.01,0.01,0.01,0.01,0.04,2019
34145,NHL Legacy,PS3,2015,Action,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2015
34146,NHL Legacy,PS3,2015,Action,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2017
34147,NHL Legacy,PS3,2015,Action,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2019
34148,Battle Rage,Wii,2008,Shooter,Popcorn Arcade,0.01,0.01,0.01,0.01,0.04,2014
34149,Battle Rage,Wii,2008,Shooter,Popcorn Arcade,0.01,0.01,0.01,0.01,0.04,2020
34150,Attack of the Movies 3D,X360,2010,Shooter,Majesco Entertainment,0.01,0.01,0.01,0.01,0.04,2011
34151,Attack of the Movies 3D,X360,2010,Shooter,Majesco Entertainment,0.01,0.01,0.01,0.01,0.04,2016
34152,Attack of the Movies 3D,X360,2010,Shooter,Majesco Entertainment,0.01,0.01,0.01,0.01,0.04,2020
34153,The History Channel: Great Battles - Medieval,PS3,,Strategy,Slitherine Software,0.01,0.01,0.01,0.01,0.04,2004
34154,The History Channel: Great Battles - Medieval,PS3,,Strategy,Slitherine Software,0.01,0.01,0.01,0.01,0.04,2019
34155,Igor: The Game,DS,2008,Adventure,Legacy Interactive,0.01,0.01,0.01,0.01,0.04,2013
34156,Igor: The Game,DS,2008,Adventure,Legacy Interactive,0.01,0.01,0.01,0.01,0.04,2015
34157,Zombi Daisuki,DS,2011,Action,ChunSoft,0.01,0.01,0.01,0.01,0.04,2013
34158,Zombi Daisuki,DS,2011,Action,ChunSoft,0.01,0.01,0.01,0.01,0.04,2016
34159,Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,3DS,2014,Action,FuRyu,0.01,0.01,0.01,0.01,0.04,2018
34160,Negima!? Chou Mahora Taisen Kattoiin Keiyaku Shikkou Dechai masuu,DS,2006,Adventure,Marvelous Interactive,0.01,0.01,0.01,0.01,0.04,2012
34161,Negima!? Chou Mahora Taisen Kattoiin Keiyaku Shikkou Dechai masuu,DS,2006,Adventure,Marvelous Interactive,0.01,0.01,0.01,0.01,0.04,2015
34162,Sea Monsters: A Prehistoric Adventure,Wii,2007,Adventure,Zushi Games,0.01,0.01,0.01,0.01,0.04,2012
34163,Sea Monsters: A Prehistoric Adventure,Wii,2007,Adventure,Zushi Games,0.01,0.01,0.01,0.01,0.04,2017
34164,Get Up and Dance,PS3,2011,Misc,O-Games,0.01,0.01,0.01,0.01,0.04,2011
34165,Get Up and Dance,PS3,2011,Misc,O-Games,0.01,0.01,0.01,0.01,0.04,2014
34166,Get Up and Dance,PS3,2011,Misc,O-Games,0.01,0.01,0.01,0.01,0.04,2015
34167,Get Up and Dance,PS3,2011,Misc,O-Games,0.01,0.01,0.01,0.01,0.04,2018
34168,Secret Files: Tunguska,PC,2006,Adventure,DreamCatcher Interactive,0.01,0.01,0.01,0.01,0.04,2006
34169,Secret Files: Tunguska,PC,2006,Adventure,DreamCatcher Interactive,0.01,0.01,0.01,0.01,0.04,2010
34170,Secret Files: Tunguska,PC,2006,Adventure,DreamCatcher Interactive,0.01,0.01,0.01,0.01,0.04,2017
34171,Secret Files: Tunguska,PC,2006,Adventure,DreamCatcher Interactive,0.01,0.01,0.01,0.01,0.04,2019
34172,The Monkey King: The Legend Begins,Wii,2007,Shooter,Starfish,0.01,0.01,0.01,0.01,0.04,2009
34173,The Monkey King: The Legend Begins,Wii,2007,Shooter,Starfish,0.01,0.01,0.01,0.01,0.04,2011
34174,The Monkey King: The Legend Begins,Wii,2007,Shooter,Starfish,0.01,0.01,0.01,0.01,0.04,2015
34175,The Monkey King: The Legend Begins,Wii,2007,Shooter,Starfish,0.01,0.01,0.01,0.01,0.04,2016
34176,The Invincible Iron Man,GBA,2002,Action,Activision,0.01,0.01,0.01,0.01,0.04,2006
34177,The Invincible Iron Man,GBA,2002,Action,Activision,0.01,0.01,0.01,0.01,0.04,2009
34178,The Invincible Iron Man,GBA,2002,Action,Activision,0.01,0.01,0.01,0.01,0.04,2014
34179,The Invincible Iron Man,GBA,2002,Action,Activision,0.01,0.01,0.01,0.01,0.04,2019
34180,NASCAR 07,XB,2006,Racing,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2009
34181,NASCAR 07,XB,2006,Racing,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2011
34182,NASCAR 07,XB,2006,Racing,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2020
34183,Dance Dance Revolution Disney Mix,PS,2000,Simulation,Konami Digital Entertainment,0.01,0.01,0.01,0.01,0.04,2002
34184,Dance Dance Revolution Disney Mix,PS,2000,Simulation,Konami Digital Entertainment,0.01,0.01,0.01,0.01,0.04,2006
34185,Dance Dance Revolution Disney Mix,PS,2000,Simulation,Konami Digital Entertainment,0.01,0.01,0.01,0.01,0.04,2014
34186,Dance Dance Revolution Disney Mix,PS,2000,Simulation,Konami Digital Entertainment,0.01,0.01,0.01,0.01,0.04,2018
34187,Casual Mania!,DS,2010,Puzzle,Foreign Media Games,0.01,0.01,0.01,0.01,0.04,2013
34188,Casual Mania!,DS,2010,Puzzle,Foreign Media Games,0.01,0.01,0.01,0.01,0.04,2014
34189,Casual Mania!,DS,2010,Puzzle,Foreign Media Games,0.01,0.01,0.01,0.01,0.04,2021
34190,Maken Shao: Demon Sword,PS2,2001,Action,Midas Interactive Entertainment,0.01,0.01,0.01,0.01,0.04,2004
34191,Maken Shao: Demon Sword,PS2,2001,Action,Midas Interactive Entertainment,0.01,0.01,0.01,0.01,0.04,2008
34192,Maken Shao: Demon Sword,PS2,2001,Action,Midas Interactive Entertainment,0.01,0.01,0.01,0.01,0.04,2011
34193,Maken Shao: Demon Sword,PS2,2001,Action,Midas Interactive Entertainment,0.01,0.01,0.01,0.01,0.04,2017
34194,Scaler,XB,2004,Platform,Global Star,0.01,0.01,0.01,0.01,0.04,2006
34195,Scaler,XB,2004,Platform,Global Star,0.01,0.01,0.01,0.01,0.04,2013
34196,Super Robot Taisen OG Infinite Battle,PS3,2013,Fighting,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2013
34197,Super Robot Taisen OG Infinite Battle,PS3,2013,Fighting,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2018
34198,Super Robot Taisen OG Infinite Battle,PS3,2013,Fighting,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2019
34199,BeatMania IIDX 16: Empress + Premium Best,PS2,2009,Simulation,Konami Digital Entertainment,0.01,0.01,0.01,0.01,0.04,2018
34200,Emergency Room: Real Life Rescues,DS,2009,Simulation,505 Games,0.01,0.01,0.01,0.01,0.04,2011
34201,Emergency Room: Real Life Rescues,DS,2009,Simulation,505 Games,0.01,0.01,0.01,0.01,0.04,2013
34202,Emergency Room: Real Life Rescues,DS,2009,Simulation,505 Games,0.01,0.01,0.01,0.01,0.04,2015
34203,Emergency Room: Real Life Rescues,DS,2009,Simulation,505 Games,0.01,0.01,0.01,0.01,0.04,2018
34204,FIFA Soccer 2003 (weekly jp sales),PS2,2002,Sports,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2005
34205,FIFA Soccer 2003 (weekly jp sales),PS2,2002,Sports,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2012
34206,FIFA Soccer 2003 (weekly jp sales),PS2,2002,Sports,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2017
34207,High Heat Baseball 2002,PS,2001,Sports,3DO,0.01,0.01,0.01,0.01,0.04,2001
34208,High Heat Baseball 2002,PS,2001,Sports,3DO,0.01,0.01,0.01,0.01,0.04,2012
34209,Nitroplus Blasterz: Heroines Infinite Duel,PS4,2015,Fighting,Marvelous Interactive,0.01,0.01,0.01,0.01,0.04,2015
34210,Nitroplus Blasterz: Heroines Infinite Duel,PS4,2015,Fighting,Marvelous Interactive,0.01,0.01,0.01,0.01,0.04,2016
34211,Nitroplus Blasterz: Heroines Infinite Duel,PS4,2015,Fighting,Marvelous Interactive,0.01,0.01,0.01,0.01,0.04,2017
34212,Nitroplus Blasterz: Heroines Infinite Duel,PS4,2015,Fighting,Marvelous Interactive,0.01,0.01,0.01,0.01,0.04,2018
34213,Puyo Pop Fever,PSP,2004,Puzzle,Ignition Entertainment,0.01,0.01,0.01,0.01,0.04,2004
34214,Puyo Pop Fever,PSP,2004,Puzzle,Ignition Entertainment,0.01,0.01,0.01,0.01,0.04,2008
34215,Puyo Pop Fever,PSP,2004,Puzzle,Ignition Entertainment,0.01,0.01,0.01,0.01,0.04,2013
34216,Puyo Pop Fever,PSP,2004,Puzzle,Ignition Entertainment,0.01,0.01,0.01,0.01,0.04,2019
34217,Thrillville: Off the Rails,DS,2007,Strategy,LucasArts,0.01,0.01,0.01,0.01,0.04,2010
34218,Hana to Ikimo no Rittai Zukan,3DS,2011,Misc,Nintendo,0.01,0.01,0.01,0.01,0.04,2020
34219,Bloody Roar Extreme,XB,2003,Fighting,Hudson Soft,0.01,0.01,0.01,0.01,0.04,2007
34220,Bloody Roar Extreme,XB,2003,Fighting,Hudson Soft,0.01,0.01,0.01,0.01,0.04,2015
34221,Clockwork Empires,PC,,Strategy,Unknown,0.01,0.01,0.01,0.01,0.04,1998
34222,Clockwork Empires,PC,,Strategy,Unknown,0.01,0.01,0.01,0.01,0.04,2008
34223,Clockwork Empires,PC,,Strategy,Unknown,0.01,0.01,0.01,0.01,0.04,2010
34224,Clockwork Empires,PC,,Strategy,Unknown,0.01,0.01,0.01,0.01,0.04,2016
34225,Split/Second,PC,2010,Racing,Disney Interactive Studios,0.01,0.01,0.01,0.01,0.04,2014
34226,Split/Second,PC,2010,Racing,Disney Interactive Studios,0.01,0.01,0.01,0.01,0.04,2018
34227,Tennis Masters Series 2003,XB,2002,Sports,Microids,0.01,0.01,0.01,0.01,0.04,2009
34228,Resident Evil 6,PC,2012,Shooter,Capcom,0.01,0.01,0.01,0.01,0.04,2014
34229,Resident Evil 6,PC,2012,Shooter,Capcom,0.01,0.01,0.01,0.01,0.04,2015
34230,Resident Evil 6,PC,2012,Shooter,Capcom,0.01,0.01,0.01,0.01,0.04,2019
34231,Amagami,PSV,2014,Adventure,Kadokawa Games,0.01,0.01,0.01,0.01,0.04,2018
34233,Dead Head Fred,PSP,2007,Action,D3Publisher,0.01,0.01,0.01,0.01,0.04,2018
34234,MLB SlugFest 20-04,GC,2003,Sports,Midway Games,0.01,0.01,0.01,0.01,0.04,2008
34235,MLB SlugFest 20-04,GC,2003,Sports,Midway Games,0.01,0.01,0.01,0.01,0.04,2012
34236,MLB SlugFest 20-04,GC,2003,Sports,Midway Games,0.01,0.01,0.01,0.01,0.04,2015
34237,Pocket Pool,PSP,2007,Action,Conspiracy Entertainment,0.01,0.01,0.01,0.01,0.04,2011
34238,Pocket Pool,PSP,2007,Action,Conspiracy Entertainment,0.01,0.01,0.01,0.01,0.04,2018
34239,Jissen Pachislot Hisshouhou! Hokuto no Ken DS,DS,2005,Misc,Sega,0.01,0.01,0.01,0.01,0.04,2008
34240,Jissen Pachislot Hisshouhou! Hokuto no Ken DS,DS,2005,Misc,Sega,0.01,0.01,0.01,0.01,0.04,2010
34241,Jissen Pachislot Hisshouhou! Hokuto no Ken DS,DS,2005,Misc,Sega,0.01,0.01,0.01,0.01,0.04,2017
34242,Lise no Atelier: Ordre no Renkinjutsushi,DS,2007,Role-Playing,Gust,0.01,0.01,0.01,0.01,0.04,2009
34243,Lise no Atelier: Ordre no Renkinjutsushi,DS,2007,Role-Playing,Gust,0.01,0.01,0.01,0.01,0.04,2013
34244,Lise no Atelier: Ordre no Renkinjutsushi,DS,2007,Role-Playing,Gust,0.01,0.01,0.01,0.01,0.04,2020
34245,Myth Makers: Trixie in Toyland,Wii,2008,Platform,Popcorn Arcade,0.01,0.01,0.01,0.01,0.04,2011
34246,Myth Makers: Trixie in Toyland,Wii,2008,Platform,Popcorn Arcade,0.01,0.01,0.01,0.01,0.04,2014
34247,Myth Makers: Trixie in Toyland,Wii,2008,Platform,Popcorn Arcade,0.01,0.01,0.01,0.01,0.04,2017
34248,Arcana Heart 3,PSV,2014,Fighting,Arc System Works,0.01,0.01,0.01,0.01,0.04,2019
34249,Torino 2006,XB,2006,Sports,Take-Two Interactive,0.01,0.01,0.01,0.01,0.04,2011
34250,Torino 2006,XB,2006,Sports,Take-Two Interactive,0.01,0.01,0.01,0.01,0.04,2015
34251,Amnesia,PSP,2011,Adventure,Idea Factory,0.01,0.01,0.01,0.01,0.04,2012
34252,Amnesia,PSP,2011,Adventure,Idea Factory,0.01,0.01,0.01,0.01,0.04,2016
34253,Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,DS,2006,Misc,Nintendo,0.01,0.01,0.01,0.01,0.04,2008
34254,Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,DS,2006,Misc,Nintendo,0.01,0.01,0.01,0.01,0.04,2010
34255,Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,DS,2006,Misc,Nintendo,0.01,0.01,0.01,0.01,0.04,2017
34256,Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,DS,2006,Misc,Nintendo,0.01,0.01,0.01,0.01,0.04,2019
34257,Metal Slug 4 & 5,XB,2005,Shooter,SNK Playmore,0.01,0.01,0.01,0.01,0.04,2012
34258,Metal Slug 4 & 5,XB,2005,Shooter,SNK Playmore,0.01,0.01,0.01,0.01,0.04,2020
34259,Great Battle Full Blast,PSP,2012,Action,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2014
34260,Great Battle Full Blast,PSP,2012,Action,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2017
34261,Great Battle Full Blast,PSP,2012,Action,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2020
34262,Ride to Hell,PS3,2013,Racing,Deep Silver,0.01,0.01,0.01,0.01,0.04,2014
34263,Ride to Hell,PS3,2013,Racing,Deep Silver,0.01,0.01,0.01,0.01,0.04,2016
34264,Ride to Hell,PS3,2013,Racing,Deep Silver,0.01,0.01,0.01,0.01,0.04,2017
34265,Ride to Hell,PS3,2013,Racing,Deep Silver,0.01,0.01,0.01,0.01,0.04,2019
34266,Need for Speed: ProStreet,PC,2007,Racing,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2009
34267,Need for Speed: ProStreet,PC,2007,Racing,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2012
34268,Need for Speed: ProStreet,PC,2007,Racing,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2021
34269,Digimon Rumble Arena 2,GC,2004,Fighting,Atari,0.01,0.01,0.01,0.01,0.04,2011
34270,Digimon Rumble Arena 2,GC,2004,Fighting,Atari,0.01,0.01,0.01,0.01,0.04,2020
34271,NCIS,PC,2011,Adventure,Ubisoft,0.01,0.01,0.01,0.01,0.04,2012
34272,Doki Doki! PreCure Narikiri Life!,3DS,2013,Action,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2016
34273,Gravity Falls: Legend of the Gnome Gemulets,3DS,2015,Action,Ubisoft,0.01,0.01,0.01,0.01,0.04,2016
34274,Gravity Falls: Legend of the Gnome Gemulets,3DS,2015,Action,Ubisoft,0.01,0.01,0.01,0.01,0.04,2017
34275,Gravity Falls: Legend of the Gnome Gemulets,3DS,2015,Action,Ubisoft,0.01,0.01,0.01,0.01,0.04,2019
34276,Rodea the Sky Soldier,3DS,2015,Action,Nippon Ichi Software,0.01,0.01,0.01,0.01,0.04,2019
34277,Major League Baseball 2K12,PC,2012,Sports,Take-Two Interactive,0.01,0.01,0.01,0.01,0.04,2013
34278,Major League Baseball 2K12,PC,2012,Sports,Take-Two Interactive,0.01,0.01,0.01,0.01,0.04,2019
34279,Watashi no Relaxuma,DS,2007,Simulation,Rocket Company,0.01,0.01,0.01,0.01,0.04,2019
34280,Phantom Kingdom Portable,PSP,2011,Role-Playing,Nippon Ichi Software,0.01,0.01,0.01,0.01,0.04,2018
34281,Pac-Man World Rally,PSP,2006,Racing,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2007
34282,Pac-Man World Rally,PSP,2006,Racing,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2013
34283,Pac-Man World Rally,PSP,2006,Racing,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2020
34284,Way of the Samurai 2 Portable,PSP,2009,Action,Spike,0.01,0.01,0.01,0.01,0.04,2010
34285,Way of the Samurai 2 Portable,PSP,2009,Action,Spike,0.01,0.01,0.01,0.01,0.04,2016
34286,Way of the Samurai 2 Portable,PSP,2009,Action,Spike,0.01,0.01,0.01,0.01,0.04,2018
34287,Challenge Me: Maths Workout,DS,2009,Puzzle,Oxygen Interactive,0.01,0.01,0.01,0.01,0.04,2010
34288,Challenge Me: Maths Workout,DS,2009,Puzzle,Oxygen Interactive,0.01,0.01,0.01,0.01,0.04,2015
34289,Challenge Me: Maths Workout,DS,2009,Puzzle,Oxygen Interactive,0.01,0.01,0.01,0.01,0.04,2018
34290,Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,DS,2008,Misc,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2008
34291,Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,DS,2008,Misc,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2015
34292,Hellboy: The Science of Evil,PSP,2008,Action,Konami Digital Entertainment,0.01,0.01,0.01,0.01,0.04,2008
34293,Hellboy: The Science of Evil,PSP,2008,Action,Konami Digital Entertainment,0.01,0.01,0.01,0.01,0.04,2012
34294,Hellboy: The Science of Evil,PSP,2008,Action,Konami Digital Entertainment,0.01,0.01,0.01,0.01,0.04,2015
34295,Hellboy: The Science of Evil,PSP,2008,Action,Konami Digital Entertainment,0.01,0.01,0.01,0.01,0.04,2018
34296,Mortimer Beckett and the Secrets of Spooky Manor,Wii,2008,Puzzle,Avanquest,0.01,0.01,0.01,0.01,0.04,2008
34297,Mortimer Beckett and the Secrets of Spooky Manor,Wii,2008,Puzzle,Avanquest,0.01,0.01,0.01,0.01,0.04,2012
34298,Mortimer Beckett and the Secrets of Spooky Manor,Wii,2008,Puzzle,Avanquest,0.01,0.01,0.01,0.01,0.04,2016
34299,Mortimer Beckett and the Secrets of Spooky Manor,Wii,2008,Puzzle,Avanquest,0.01,0.01,0.01,0.01,0.04,2018
34300,Little Busters! Converted Edition,PSP,2010,Adventure,Prototype,0.01,0.01,0.01,0.01,0.04,2012
34301,Little Busters! Converted Edition,PSP,2010,Adventure,Prototype,0.01,0.01,0.01,0.01,0.04,2016
34302,Little Busters! Converted Edition,PSP,2010,Adventure,Prototype,0.01,0.01,0.01,0.01,0.04,2019
34303,Unison: Rebels of Rhythm & Dance,PS2,2000,Misc,Tecmo Koei,0.01,0.01,0.01,0.01,0.04,2001
34304,Unison: Rebels of Rhythm & Dance,PS2,2000,Misc,Tecmo Koei,0.01,0.01,0.01,0.01,0.04,2017
34305,Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,PS2,2007,Sports,Konami Digital Entertainment,0.01,0.01,0.01,0.01,0.04,2009
34306,Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,PS2,2007,Sports,Konami Digital Entertainment,0.01,0.01,0.01,0.01,0.04,2014
34307,Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,PS2,2007,Sports,Konami Digital Entertainment,0.01,0.01,0.01,0.01,0.04,2019
34308,WTF: Work Time Fun,PSP,2005,Puzzle,Sony Computer Entertainment,0.01,0.01,0.01,0.01,0.04,2007
34309,WTF: Work Time Fun,PSP,2005,Puzzle,Sony Computer Entertainment,0.01,0.01,0.01,0.01,0.04,2014
34310,The Sims Deluxe,PC,2002,Simulation,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2006
34311,The Sims Deluxe,PC,2002,Simulation,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2007
34312,The Sims Deluxe,PC,2002,Simulation,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2013
34313,The Sims Deluxe,PC,2002,Simulation,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2021
34314,Fashion Week Jr. Designer,DS,2009,Simulation,505 Games,0.01,0.01,0.01,0.01,0.04,2011
34315,Fashion Week Jr. Designer,DS,2009,Simulation,505 Games,0.01,0.01,0.01,0.01,0.04,2014
34316,Fashion Week Jr. Designer,DS,2009,Simulation,505 Games,0.01,0.01,0.01,0.01,0.04,2018
34317,B.L.U.E.: Legend of Water,PS,,Adventure,,0.01,0.01,0.01,0.01,0.04,2002
34318,B.L.U.E.: Legend of Water,PS,,Adventure,,0.01,0.01,0.01,0.01,0.04,2010
34319,Dark Half,SNES,1996,Role-Playing,Enix Corporation,0.01,0.01,0.01,0.01,0.04,1998
34320,Dark Half,SNES,1996,Role-Playing,Enix Corporation,0.01,0.01,0.01,0.01,0.04,2010
34321,Dark Half,SNES,1996,Role-Playing,Enix Corporation,0.01,0.01,0.01,0.01,0.04,2019
34322,Horses 3D,3DS,2012,Misc,Ubisoft,0.01,0.01,0.01,0.01,0.04,2014
34323,Horses 3D,3DS,2012,Misc,Ubisoft,0.01,0.01,0.01,0.01,0.04,2021
34324,LEGO Indiana Jones: The Original Adventures,PC,2008,Action,LucasArts,0.01,0.01,0.01,0.01,0.04,2009
34325,LEGO Indiana Jones: The Original Adventures,PC,2008,Action,LucasArts,0.01,0.01,0.01,0.01,0.04,2011
34326,LEGO Indiana Jones: The Original Adventures,PC,2008,Action,LucasArts,0.01,0.01,0.01,0.01,0.04,2015
34327,LEGO Indiana Jones: The Original Adventures,PC,2008,Action,LucasArts,0.01,0.01,0.01,0.01,0.04,2018
34328,Bullet Girls 2,PSV,2016,Action,D3Publisher,0.01,0.01,0.01,0.01,0.04,2021
34329,The Sims 2: Pets,PC,2006,Simulation,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2010
34330,The Sims 2: Pets,PC,2006,Simulation,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2014
34331,The Sims 2: Pets,PC,2006,Simulation,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2016
34332,Deadliest Warrior: Ancient Combat,X360,2012,Fighting,Cloud Imperium Games Corporation,0.01,0.01,0.01,0.01,0.04,2012
34333,Zoo Quest: Puzzle Fun!,DS,2008,Puzzle,JoWood Productions,0.01,0.01,0.01,0.01,0.04,2010
34334,Zoo Quest: Puzzle Fun!,DS,2008,Puzzle,JoWood Productions,0.01,0.01,0.01,0.01,0.04,2014
34335,Zoo Quest: Puzzle Fun!,DS,2008,Puzzle,JoWood Productions,0.01,0.01,0.01,0.01,0.04,2018
34336,Civilization Beyond Earth: Rising Tide,PC,2015,Strategy,Take-Two Interactive,0.01,0.01,0.01,0.01,0.04,2015
34337,Civilization Beyond Earth: Rising Tide,PC,2015,Strategy,Take-Two Interactive,0.01,0.01,0.01,0.01,0.04,2019
34338,Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen,DS,2008,Simulation,Konami Digital Entertainment,0.01,0.01,0.01,0.01,0.04,2011
34339,Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen,DS,2008,Simulation,Konami Digital Entertainment,0.01,0.01,0.01,0.01,0.04,2015
34340,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PSV,2016,Misc,Tecmo Koei,0.01,0.01,0.01,0.01,0.04,2016
34341,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PSV,2016,Misc,Tecmo Koei,0.01,0.01,0.01,0.01,0.04,2017
34342,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PSV,2016,Misc,Tecmo Koei,0.01,0.01,0.01,0.01,0.04,2018
34343,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PSV,2016,Misc,Tecmo Koei,0.01,0.01,0.01,0.01,0.04,2019
34344,Shukufuku no Campanella Portable,PSP,2010,Adventure,Kadokawa Shoten,0.01,0.01,0.01,0.01,0.04,2011
34345,Shukufuku no Campanella Portable,PSP,2010,Adventure,Kadokawa Shoten,0.01,0.01,0.01,0.01,0.04,2015
34346,Shukufuku no Campanella Portable,PSP,2010,Adventure,Kadokawa Shoten,0.01,0.01,0.01,0.01,0.04,2017
34347,Shukufuku no Campanella Portable,PSP,2010,Adventure,Kadokawa Shoten,0.01,0.01,0.01,0.01,0.04,2019
34348,The Kore Gang,Wii,2010,Platform,Flashpoint Games,0.01,0.01,0.01,0.01,0.04,2010
34349,The Kore Gang,Wii,2010,Platform,Flashpoint Games,0.01,0.01,0.01,0.01,0.04,2016
34350,The Kore Gang,Wii,2010,Platform,Flashpoint Games,0.01,0.01,0.01,0.01,0.04,2021
34351,National Geographic Challenge!,PS3,2011,Misc,Black Bean Games,0.01,0.01,0.01,0.01,0.04,2014
34352,Duke Nukem Trilogy: Critical Mass,DS,2011,Shooter,Deep Silver,0.01,0.01,0.01,0.01,0.04,2012
34353,Duke Nukem Trilogy: Critical Mass,DS,2011,Shooter,Deep Silver,0.01,0.01,0.01,0.01,0.04,2014
34354,Duke Nukem Trilogy: Critical Mass,DS,2011,Shooter,Deep Silver,0.01,0.01,0.01,0.01,0.04,2018
34355,Beastly Frantic Foto,DS,2011,Puzzle,Storm City Games,0.01,0.01,0.01,0.01,0.04,2012
34356,Beastly Frantic Foto,DS,2011,Puzzle,Storm City Games,0.01,0.01,0.01,0.01,0.04,2014
34357,Beastly Frantic Foto,DS,2011,Puzzle,Storm City Games,0.01,0.01,0.01,0.01,0.04,2015
34358,Beastly Frantic Foto,DS,2011,Puzzle,Storm City Games,0.01,0.01,0.01,0.01,0.04,2017
34359,Chaos;Head - Love Chu*Chu!,PSP,2011,Adventure,5pb,0.01,0.01,0.01,0.01,0.04,2013
34360,Chaos;Head - Love Chu*Chu!,PSP,2011,Adventure,5pb,0.01,0.01,0.01,0.01,0.04,2018
34361,Yourself Fitness,PS2,2005,Sports,responDESIGN,0.01,0.01,0.01,0.01,0.04,2008
34362,Yourself Fitness,PS2,2005,Sports,responDESIGN,0.01,0.01,0.01,0.01,0.04,2016
34363,Rugby Challenge 3,PS4,2016,Sports,Alternative Software,0.01,0.01,0.01,0.01,0.04,2016
34364,Rugby Challenge 3,PS4,2016,Sports,Alternative Software,0.01,0.01,0.01,0.01,0.04,2017
34365,Rugby Challenge 3,PS4,2016,Sports,Alternative Software,0.01,0.01,0.01,0.01,0.04,2018
34366,Rugby Challenge 3,PS4,2016,Sports,Alternative Software,0.01,0.01,0.01,0.01,0.04,2019
